@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC

@DATA
52111441,18596,4,20131121135038
17342346,18596,5,20131121111716
19070519,18596,5,20131120155304
17187689,18596,1,20131120122814
155462,18596,5,20131117194803
266064,18596,4,20131117194239
17252994,18596,5,20131114215800
19299585,18596,5,20131114105527
288935,18596,2,20131114093155
571754,18596,5,20131114085441
17285452,18596,4,20131111180628
77394413,18596,4,20131103023442
5052535,18596,5,20131022185846
5565951,18596,1,20131022171915
40137562,24850,5,20141009143622
49795821,24850,5,20141009141046
667293,24850,4,20141008182834
440455,24850,3,20141008142947
737033,24850,4,20141006221527
610423,24850,5,20140928214856
40954608,24850,4,20140923083634
49228623,24850,3,20140920185929
74858473,24850,3,20140919181406
19563539,24850,4,20140917132416
37806761,24850,4,20140911114045
44171010,24850,3,20140909104657
5051790,24850,5,20140908200058
81928271,24850,3,20140902180200
19431442,24850,5,20140901140840
74673149,6325821,5,20131128005953
68056482,6325821,4,20131126214318
85487868,6325821,5,20131122163150
17782774,6325821,5,20131122123309
74680036,6325821,5,20131122101724
206875,6325821,3,20131121200330
5233412,6325821,4,20131119135520
5259748,6325821,3,20131118214333
19299585,6325821,5,20131118200924
10387598,6325821,5,20131114000819
53314240,6325821,4,20131113183759
686915,6325821,4,20131110213606
5089750,6325821,4,20131102194632
17588458,6325821,4,20131101171108
81533861,6325821,4,20131020154016
451548,24833,5,20131211232825
5233412,24833,3,20131206155559
17616758,24833,5,20131127095514
79513967,24833,3,20131120145213
149530,24833,4,20131117225421
487616,24833,1,20131115202450
19299585,24833,5,20131115164051
5321038,24833,4,20131115081211
554289,24833,3,20131105164708
19185372,24833,3,20131029094659
4952029,24833,3,20131023230511
10284509,24833,5,20131020180722
5093386,24833,5,20131019104427
5195816,24833,5,20131017214734
155513,24833,4,20131015192311
63390766,6588427,4,20150305123220
80276583,6588427,5,20150105150403
17128128,6588427,5,20150104123612
16029298,6588427,4,20141124114532
107507,6588427,5,20141114112349
86058979,6588427,5,20141030101519
924589,6588427,5,20141020151019
75988748,6588427,4,20141020135516
34402090,6588427,4,20141010205824
42439355,6588427,5,20141007174422
17088980,6588427,4,20140816112911
10122919,6588427,5,20140813104305
68189073,6588427,5,20140807143128
412405,6588427,5,20140807140214
17688041,6588427,5,20140807115834
50986778,18596,3,20140127094629
297831,18596,5,20140122171736
19134530,18596,3,20140122155905
634157,18596,4,20140105161407
65823351,18596,5,20131217144128
61019649,18596,1,20131216204652
231756,18596,5,20131206091455
5074437,18596,5,20131201170601
32514776,18596,4,20131128102012
39905609,18596,5,20131127141452
19305696,18596,5,20131127125705
17616758,18596,5,20131126164805
931861,18596,4,20131122213706
79513967,18596,3,20131122204102
5489332,18596,3,20131121164233
17128128,24850,5,20141207182009
648600,24850,4,20141205171625
61873699,24850,5,20141203113739
5206807,24850,4,20141119194343
50164655,24850,4,20141118120852
17290302,24850,3,20141110104404
38705686,24850,4,20141107115434
76430249,24850,3,20141103131226
51667727,24850,4,20141030170934
555416,24850,5,20141025181235
63269052,24850,5,20141014160159
86058979,24850,5,20141014111910
5085773,24850,2,20141014085244
39875604,24850,5,20141012203302
90032191,24850,5,20141011092356
264031,6325821,5,20140318091744
74467807,6325821,4,20140312220721
5451212,6325821,3,20140305234341
49623999,6325821,4,20140224165311
73681747,6325821,5,20140220143103
5428694,6325821,5,20140215221655
80435286,6325821,5,20140127110604
19134530,6325821,5,20140122163231
17362143,6325821,3,20140114112551
49836487,6325821,5,20131204113812
69971498,6325821,5,20131202162540
45584597,6325821,1,20131202094903
1103285,6325821,5,20131201215613
